"cdlinha","cdlinhapai","nulinha","deorigem","dedestino","dedescricao","slic","nupermissionarios","delinhaoutorga","delinhaservico","declassificacaoveiculo","derazaosocial","decnpjmatriz","boativo"
581,,"242",SALVADOR,COARACI,"242 - SALVADOR - COARACI VIA BR101",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
900,,"410",FEIRA DE SANTANA, MAIRI,"410 - FEIRA DE SANTANA - MAIRI VIA IPIRÁ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,TRANSOARES TRANSPORTES URBANOS LTDA,"01125308000126",true
1003,,"467",VITÓRIA DA CONQUISTA,LAGOA GRANDE,"467 - VITÓRIA DA CONQUISTA - LAGOA GRANDE VIA BELO CAMPO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
350,,"149",BRUMADO,IBIAJARA,"149 - BRUMADO - IBIAJARA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1625,,"862.URB",VIDA NOVA,BOCA DA MATA,"862.URB - VIDA NOVA - BOCA DA MATA",,,AUTORIZAÇÃO,CONTRATADO,SEMIURBANO,BTM BAHIA TRANSPORTES METROPOLITANO LTDA.,"07184036000111",true
625,,"258A",SALVADOR,JEREMOABO,"258A - SALVADOR - JEREMOABO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIACAO REGIONAL S/A,"01476325000108",true
1232,,"582I.LEI",SALVADOR,PARAMIRIM,"582I.LEI - SALVADOR - PARAMIRIM VIA MARACÁS E LIVRAMENTO DE NOSSA SENHORA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
262,,"108A.EXE",JEQUIÉ,ILHÉUS,"108A.EXE - JEQUIÉ - ILHÉUS VIA ITABUNA/ BR101",,,CONTRATO DE CONCESSÃO - TAC,DIFERENCIADO,EXECUTIVO,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
845,,"371R",MACAÚBAS,BARREIRAS,"371R - MACAÚBAS - BARREIRAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
222,,"094A2",SALVADOR,CANDIBA,"094A2 - SALVADOR - CANDIBA VIA GUANAMBI",,,CONTRATO DE CONCESSÃO - TAC,ADICIONAL,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
680,,"285A",FEIRA DE SANTANA,ENT. NAGÉ,"285A - FEIRA DE SANTANA - ENT. NAGÉ VIA MAGALHÃES",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EMPRESAS DE TRANSPORTES SANTANA E SAO PAULO LTDA,"14078166000135",true
827,,"364",SALVADOR,BOM JESUS DA LAPA,"364 - SALVADOR - BOM JESUS DA LAPA VIA BR 242",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
687,,"290",FEIRA DE SANTANA,CRUZ DAS ALMAS,"290 - FEIRA DE SANTANA - CRUZ DAS ALMAS VIA MAGALHÃES",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1893,,"2256",VITÓRIA DA CONQUISTA,RIBEIRÃO DO LARGO,"2256 - VITÓRIA DA CONQUISTA - RIBEIRÃO DO LARGO VIA BA 634",true,2,TERMO DE PERMISSÃO,CONTRATADO,COMERCIAL,,,true
1867,,"2137",SENHOR DO BONFIM,PILAR (DIST JAGUARARI),"2137 - SENHOR DO BONFIM - PILAR (DIST JAGUARARI)",true,6,TERMO DE PERMISSÃO,CONTRATADO,COMERCIAL,,,true
172,,"075",SALVADOR,CAMPO FORMOSO,"075 - SALVADOR - CAMPO FORMOSO",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
1233,,"582R",BRUMADO,PARAMIRIM,"582R - BRUMADO  - PARAMIRIM",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1670,,"883E2.URB",TERMINAL AEROPORTO,CONJUNTOS LINDU / BRISAS,"883E2.URB - TERMINAL AEROPORTO - CONJUNTOS LINDU / BRISAS VIA CAIC",,,CONTRATO EMERGENCIAL,ADICIONAL,SEMIURBANO,EXPRESSO LUXO VITORIA LTDA,"10550441000110",true
691,,"293",FEIRA DE SANTANA,AMARGOSA,"293 - FEIRA DE SANTANA - AMARGOSA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,TRANSOARES TRANSPORTES URBANOS LTDA,"01125308000126",true
312,,"134E",ITABUNA,ARATACA,"134E - ITABUNA - ARATACA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
1029,,"482",SALVADOR,BREJÕES,"482 - SALVADOR - BREJÕES VIA BR116",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
994,,"461",TEIXEIRA DE FREITAS,IBIRAPOÃ,"461 - TEIXEIRA DE FREITAS x IBIRAPOÃ via RANCHO ALEGRE",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,VIAÇÃO SÃO DOMINGOS LTDA ME,"17212909000106",true
448,,"194",SALVADOR,ILHÉUS,"194 - SALVADOR - ILHÉUS VIA BR101 / ITABUNA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,COMPANHIA VIACAO SUL BAHIANO,"14345706000108",true
1216,,"575",GUANAMBI,PINDAÍ,"575 - GUANAMBI - PINDAÍ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
104,,"053",ITABUNA,VITÓRIA DA CONQUISTA,"053 - ITABUNA - VITÓRIA DA CONQUISTA VIA IGUAÍ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
750,,"322",FEIRA DE SANTANA,CANUDOS,"322 - FEIRA DE SANTANA - CANUDOS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,MARTE TRANSPORTES LTDA,"08374919000157",true
1225,,"580",FEIRA DE SANTANA,JACOBINA,"580 - FEIRA DE SANTANA - JACOBINA VIA CAPIM GROSSO",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,TRANSOARES TRANSPORTES URBANOS LTDA,"01125308000126",true
895,,"406",VITÓRIA DA CONQUISTA,CAATIBA,"406 - VITÓRIA DA CONQUISTA - CAATIBA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
109,,"054",SALVADOR,UBATÃ,"054 - SALVADOR - UBATÃ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
1149,,"550",VITÓRIA DA CONQUISTA,MIRANTE,"550 - VITÓRIA DA CONQUISTA - MIRANTE VIA BR 116",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1095,,"521A",FEIRA DE SANTANA,IRECÊ,"521A - FEIRA DE SANTANA - IRECÊ VIA CANARANA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,RAPIDO FEDERAL VIACAO LIMITADA,"25634569000130",true
1037,,"487.URB",BARREIRAS,BAIANÓPOLIS,"487.URB - BARREIRAS - BAIANÓPOLIS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EMTRAM EMPRESA DE TRANSPORTES MACAUBENSE LTDA,"16041592000120",true
1140,,"544A",SALVADOR,CAMAMU,"544A - SALVADOR - CAMAMU VIA ITUBERÁ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
446,,"193R",BRUMADO,IBIASSUCÊ,"193R - BRUMADO - IBIASSUCÊ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
436,,"192A.DCO",SALVADOR,ILHÉUS,"192A.DCO - SALVADOR - ILHÉUS VIA ITABUNA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,DIFERENCIADO CONJUGADO,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
1685,,"889.UAR",NOVA DIAS D'ÁVILA,ITAPUÃ,"889.UAR - NOVA DIAS D'ÁVILA - ITAPUÃ VIA BA099/ AEROPORTO",,,CONTRATO DE CONCESSÃO,DIFERENCIADO,SEMIURBANO COM AR-CONDICIONADO,UNIVALE TRANSPORTES LTDA,"65107971000180",true
332,,"145.LEX",SALVADOR,SEABRA,"145.LEX - SALVADOR - SEABRA",,,CONTRATO DE CONCESSÃO - TAC,DIFERENCIADO,LEITO EXECUTIVO,RAPIDO FEDERAL VIACAO LIMITADA,"25634569000130",true
686,,"289",FEIRA DE SANTANA,SANTO ANTÔNIO DE JESUS,"289 - FEIRA DE SANTANA - SANTO ANTÔNIO DE JESUS VIA HUMILDES",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1278,,"601",VIT'ÓRIA DA CONQUISTA,IRAMAIA,"601 - VITÓRIA DA CONQUISTA - IRAMAIA VIA TANHAÇU",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
896,,"407",IRECÊ,CAFARNAUM,"407 - IRECÊ - CAFARNAUM",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
964,,"441",EUCLIDES DA CUNHA,SENHOR DO BONFIM,"441 - EUCLIDES DA CUNHA - SENHOR DO BONFIM",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EXPRESSO SÃO MATHEUS LTDA,"14671572000107",true
368,,"158A2",SALVADOR,PEDRA,"158A2 - SALVADOR - PEDRA VIA SANTO AMARO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
165,,"074",SALVADOR,JACOBINA,"074 - SALVADOR - JACOBINA",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,TRANSOARES TRANSPORTES URBANOS LTDA,"01125308000126",true
1200,,"568X2.EXE",TEIXEIRA DE FREITAS,VITÓRIA DA CONQUISTA,"568X2.EXE - TEIXEIRA DE FREITAS - VITÓRIA DA CONQUISTA",,,CONTRATO DE CONCESSÃO - TAC,ADICIONAL / DIFERENCIADO,EXECUTIVO,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
495,,"216.CAR",FEIRA DE SANTANA,ITABUNA,"216.CAR - FEIRA DE SANTANA - ITABUNA VIA BR101",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
1219,,"577",VITÓRIA DA CONQUISTA,MACARANI,"577 - VITÓRIA DA CONQUISTA - MACARANI VIA ITAMBÉ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
1443,,"760I",TEIXEIRA DE FREITAS,ACAMPAMENTO 45,"760I - TEIXEIRA DE FREITAS - ACAMPAMENTO 45 VIA BA 022",,,CONTRATO DE CONCESSÃO,ADICIONAL,COMERCIAL,VIAÇÃO SÃO DOMINGOS LTDA ME,"17212909000106",true
141,,"066",SALVADOR,ARAMARI,"066 - SALVADOR - ARAMARI",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1838,,"2152",SENHOR DO BONFIM,JACOBINA,"2152 - SENHOR DO BONFIM - JACOBINA",true,12,TERMO DE PERMISSÃO,CONTRATADO,MICRO COMERCIAL,,,true
484,,"210",SALVADOR,RIO DO PIRES,"210 - SALVADOR - RIO DO PIRES VIA MACAÚBAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1467,,"803",SALVADOR,DIAS D'ÁVILA,"803 - SALVADOR - DIAS D'ÁVILA VIA BR 324",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,UNIVALE TRANSPORTES LTDA,"65107971000180",true
1452,,"784.URB",IRECÊ,BOA ESPERANÇA (POV LAPÃO),"784.URB - IRECÊ - BOA ESPERANÇA (POV LAPÃO) VIA LAPÃO",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,SATURNINO TURISMO LTDA,"01001266000111",true
894,,"405",IRECÊ,XIQUE-XIQUE,"405 - IRECÊ - XIQUE-XIQUE",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1514,,"822.URB",MAPELE/ILHA DE SÃO JOÃO,TERMINAL DA FRANÇA,"822.URB - MAPELE/ILHA DE SÃO JOÃO - TERMINAL DA FRANÇA VIA AV SUBURBANA",,,CONTRATO DE CONCESSÃO,CONTRATADO,SEMIURBANO,EXPRESSO METROPOLITANO TRANSPORTES LTDA,"07617476000115",true
800,,"347",XIQUE-XIQUE,IPUPIARA,"347 - XIQUE-XIQUE - IPUPIARA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EMTRAM EMPRESA DE TRANSPORTES MACAUBENSE LTDA,"16041592000120",true
1855,,"2069",BOM JESUS DA LAPA,PITUBA (POV SERRA DO RAMALHO),"2069 - BOM JESUS DA LAPA - PITUBA (POV SERRA DO RAMALHO)",true,1,TERMO DE PERMISSÃO,CONTRATADO,COMERCIAL,,,true
1244,,"590",SEABRA,NOVO HORIZONTE,"590 - SEABRA - NOVO HORIZONTE",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EMTRAM EMPRESA DE TRANSPORTES MACAUBENSE LTDA,"16041592000120",true
705,,"297.EXE",SALVADOR,MARAGOGIPE,"297.EXE - SALVADOR - MARAGOGIPE",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,EXECUTIVO,VIACAO JAUA LTDA,"01767998000117",true
682,,"286A",JACOBINA,AMARGOSA,"286A - JACOBINA - AMARGOSA VIA MILAGRES",,,CONTRATO DE CONCESSÃO,ADICIONAL,COMERCIAL,TRANSOARES TRANSPORTES URBANOS LTDA,"01125308000126",true
1890,2,"002X",NOVA VIÇOSA,PORTO SEGURO,"002X - NOVA VIÇOSA - PORTO SEGURO",,,CONTRATO DE CONCESSÃO - TAC,ADICIONAL,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
83,,"044",VITÓRIA DA CONQUISTA,BONINAL,"044 - VITÓRIA DA CONQUISTA - BONINAL",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EMTRAM EMPRESA DE TRANSPORTES MACAUBENSE LTDA,"16041592000120",true
3,,"003",VALENÇA,UBATÃ,"003 - VALENÇA - UBATÃ VIA CAMAMU",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1061,,"503",SALVADOR,CAFARNAUM,"503 - SALVADOR - CAFARNAUM",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
719,,"305",SALVADOR,PATAÍBA,"305 - SALVADOR - PATAÍBA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
823,,"361",BRUMADO,CONTENDAS DO SINCORÁ,"361 - BRUMADO - CONTENDAS DO SINCORÁ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
445,,"193I",SALVADOR,CACULÉ,"193I - SALVADOR - CACULÉ VIA PLANALTINO / NOVA ITARANA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
207,,"087E",SALVADOR,ITABERABA,"087E - SALVADOR - ITABERABA VIA IPIRÁ / BA488",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1177,,"560E",ILHÉUS,CANAVIEIRAS,"560E - ILHÉUS - CANAVIEIRAS",,,CONTRATO DE CONCESSÃO - TAC,ADICIONAL,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
824,,"362",BRUMADO,URANDI,"362 - BRUMADO - URANDI VIA MALHADA DE PEDRAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
128,,"060",SALVADOR,JAGUAQUARA,"060 - SALVADOR - JAGUAQUARA VIA BR 101",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
867,,"388",BRUMADO,IRAMAIA,"388 - BRUMADO - IRAMAIA VIA NOVO ACRE",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
390,,"172",ILHÉUS,VITÓRIA DA CONQUISTA,"172 - ILHÉUS - VITÓRIA DA CONQUISTA VIA ITAPETINGA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
829,,"364A",SALVADOR,SANTA MARIA DA VITÓRIA,"364A - SALVADOR - SANTA MARIA DA VITÓRIA VIA BR 242",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
7,,"005",ITABUNA,FEIRA DE SANTANA,"005 - ITABUNA - FEIRA DE SANTANA VIA CONCEIÇÃO DE FEIRA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
30,,"019",SALVADOR,CRUZ DAS ALMAS,"019 - SALVADOR - CRUZ DAS ALMAS VIA BR 101",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,RD TURISMO TRANSPORTES RODOVIÁRIOS LTDA,"00500618000110",true
915,,"415.MIC*",TERMINAL RODOVIÁRIO (SALVADOR),PORTO DE SAUÍPE (DIST ENTRE RIOS),"415.MIC* - TERMINAL RODOVIÁRIO (SALVADOR) - PORTO DE SAUÍPE (DIST ENTRE RIOS) VIA BA099",,,AUTORIZAÇÃO JUDICIAL,ADICIONAL,COMERCIAL,COOPERATIVA DE TRANSPORTE ALTERNATIVO PASS TURISMO EXPRESSO LINHA BRANCA,"07970691000103",true
574,,"239.MIC",FEIRA DE SANTANA,ICHÚ,"239.MIC - FEIRA DE SANTANA - ICHÚ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,MICRO COMERCIAL,MATHEUS SANTOS E CIA LTDAS,"16096166000193",true
500,,"218R",BUERAREMA,SÃO JOSÉ DA VITÓRIA,"218R - BUERAREMA - SÃO JOSÉ DA VITÓRIA",,,CONTRATO DE CONCESSÃO - TAC,ADICIONAL,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
65,,"037",JEQUIÉ,JAGUAQUARA,"037 - JEQUIÉ - JAGUAQUARA",,,TERMO DE PERMISSÃO,CONTRATADO,COMERCIAL,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
1384,,"670F",PORTO SEGURO,POSTO DO ROSÁRIO,"670F - PORTO SEGURO - POSTO DO ROSÁRIO VIA SÃO DESIDÉRIO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1129,,"539A",TEIXEIRA DE FREITAS,NOVA VIÇOSA,"539A - TEIXEIRA DE FREITAS - NOVA VIÇOSA VIA ITABATÃ / MUCURI",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
1561,,"845A.URB",CAMAÇARI,BONFIM DE MATA,"845A.URB - CAMAÇARI - BONFIM DE MATA VIA DIAS D'ÁVILA",,,CONTRATO DE CONCESSÃO,ADICIONAL,SEMIURBANO,UNIVALE TRANSPORTES LTDA,"65107971000180",true
1250,,"592A3",BARREIRAS,MORPARÁ,"592A3 - BARREIRAS - MORPARÁ VIA XIQUE-XIQUE",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EMTRAM EMPRESA DE TRANSPORTES MACAUBENSE LTDA,"16041592000120",true
922,,"418",ITABUNA,ITABELA,"418 - ITABUNA - ITABELA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
1689,,"889E.URB",CAMAÇARI,ITAPUÃ,"889E.URB - CAMAÇARI - ITAPUÃ VIA BA099/ AEROPORTO",,,CONTRATO DE CONCESSÃO,ADICIONAL,SEMIURBANO,UNIVALE TRANSPORTES LTDA,"65107971000180",true
70,,"039A",ITABERABA,IRECÊ,"039A - ITABERABA - IRECÊ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EMTRAM EMPRESA DE TRANSPORTES MACAUBENSE LTDA,"16041592000120",true
1258,,"593",BOM JESUS DA LAPA,GUANAMBI,"593 - BOM JESUS DA LAPA - GUANAMBI VIA MATINA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
661,,"272",IRECÊ,UTINGA,"272 - IRECÊ - UTINGA VIA MORRO DO CHAPÉU",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
606,,"252",SALVADOR,LAGOA REDONDA,"252 - SALVADOR - LAGOA REDONDA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1329,,"627X",SALVADOR,POSTO DO ROSÁRIO,"627X - SALVADOR - POSTO DO ROSÁRIO VIA RAFAEL JAMBEIRO / SÃO DESIDÉRIO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1569,,"846A2.URB",PRAIA DE IPITANGA,VALE DOS BARRIS,"846A2.URB - PRAIA DE IPITANGA - VALE DOS BARRIS VIA PRAÇA DA ARCANJA",,,TERMO DE PERMISSÃO,ADICIONAL,SEMIURBANO,EMPRESA DE TRANSPORTES COSTA VERDE LTDA,"02510563000155",true
1463,,"801.URB",SÃO FRANCISCO DO CONDE,TERMINAL RETIRO,"801.URB - SÃO FRANCISCO DO CONDE - TERMINAL RETIRO",,,AUTORIZAÇÃO,CONTRATADO,SEMIURBANO,CASTTUR AGÊNCIA OPERADORA DE TURISMO E TRANSPORTES LTDA,"07405588000102",true
1849,,"2113",FEIRA DE SANTANA,RIACHÃO DO JACUÍPE,"2113 - FEIRA DE SANTANA - RIACHÃO DO JACUÍPE",true,20,TERMO DE PERMISSÃO,CONTRATADO,COMERCIAL,,,true
883,,"397A.MIC",FEIRA DE SANTANA,CORAÇÃO DE MARIA,"397A.MIC - FEIRA DE SANTANA - CORAÇÃO DE MARIA VIA CONCEIÇÃO DO JACUÍPE",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ASSOCIACAO DOS CONDUTORES AUTONOMOS DE VEICULOS RODOV CONCEIÇÃO DO JACUIPE,"63104665000165",true
1416,,"722.URB",ALAGOINHAS,POJUCA,"722.URB - ALAGOINHAS - POJUCA",,,CONTRATO DE CONCESSÃO,CONTRATADO,SEMIURBANO,VIAÇÃO CIDADE DE ALAGOINHAS LTDA,"14709620000109",true
1875,,"2207",BOM JESUS DA LAPA,PAMBU (POV SERRA DO RAMALHO),"2207 - BOM JESUS DA LAPA - PAMBU (POV SERRA DO RAMALHO)",true,1,TERMO DE PERMISSÃO,CONTRATADO,COMERCIAL,,,true
868,,"389",GUANAMBI,MALHADA,"389 - GUANAMBI - MALHADA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
135,,"061.EXE",SALVADOR,ALAGOINHAS,"061.EXE - SALVADOR - ALAGOINHAS VIA CATU",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,EXECUTIVO,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1871,,"883E.URB",TERMINAL AEROPORTO,CONJUNTOS LINDU / BRISAS,"883E.URB - TERMINAL AEROPORTO - CONJUNTOS LINDU / BRISAS VIA BA099",,,CONTRATO EMERGENCIAL,ADICIONAL,SEMIURBANO,EXPRESSO LUXO VITORIA LTDA,"10550441000110",true
1649,,"878A.URB",SIMÕES FILHO,FÁBRICA DA FORD,"878A.URB - SIMÕES FILHO - FÁBRICA FORD VIA PARAFUSO",,,CONTRATO DE CONCESSÃO,ADICIONAL,SEMIURBANO,LOCADORA DE VEÍCULOS CABECEIRA LTDA,"63231377000171",true
435,,"192A",SALVADOR,ILHÉUS,"192A - SALVADOR - ILHÉUS VIA ITABUNA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
388,,"170A",SALVADOR,D. MACEDO COSTA,"170A - SALVADOR - D. MACEDO COSTA VIA SAPEAÇU",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,RD TURISMO TRANSPORTES RODOVIÁRIOS LTDA,"00500618000110",true
1285,,"603A2",EUNÁPOLIS,POSTO DO ROSÁRIO,"603A2 - EUNÁPOLIS - POSTO DO ROSÁRIO VIA PARAMIRIM / BARREIRAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
234,,"101",SALVADOR,VITÓRIA DA CONQUISTA,"101 - SALVADOR - VITÓRIA DA CONQUISTA VIA BR 116",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
