"cdlinhaquadrohorario","cdlinha","cdlinhaquadrohorariohora","desentido","dediasemana","hrhorario"
274,1672,35390,VOLTA,TER,19:40:00 -0300
274,1672,35391,VOLTA,QUA,19:40:00 -0300
274,1672,35392,VOLTA,QUI,19:40:00 -0300
274,1672,35393,VOLTA,SEX,19:40:00 -0300
264,1620,36168,IDA,SEG,09:40:00 -0300
264,1620,36169,IDA,TER,09:40:00 -0300
264,1620,36170,IDA,QUA,09:40:00 -0300
264,1620,36171,IDA,QUI,09:40:00 -0300
264,1620,36172,IDA,SEX,09:40:00 -0300
264,1620,36173,IDA,SAB,09:40:00 -0300
264,1620,36174,IDA,DOM,18:20:00 -0300
264,1620,36199,IDA,SEG,10:00:00 -0300
264,1620,36200,IDA,TER,10:00:00 -0300
264,1620,36201,IDA,QUA,10:00:00 -0300
264,1620,36202,IDA,QUI,10:00:00 -0300
264,1620,36203,IDA,SEX,10:00:00 -0300
264,1620,36204,IDA,SAB,10:00:00 -0300
264,1620,36205,IDA,DOM,19:05:00 -0300
264,1620,36206,IDA,SEG,10:30:00 -0300
264,1620,36207,IDA,TER,10:30:00 -0300
264,1620,36208,IDA,QUA,10:30:00 -0300
264,1620,36209,IDA,QUI,10:30:00 -0300
264,1620,36210,IDA,SEX,10:30:00 -0300
264,1620,36211,IDA,SAB,10:30:00 -0300
264,1620,36212,IDA,DOM,20:35:00 -0300
264,1620,36213,IDA,SEG,10:45:00 -0300
264,1620,36214,IDA,TER,10:45:00 -0300
264,1620,36215,IDA,QUA,10:45:00 -0300
264,1620,36216,IDA,QUI,10:45:00 -0300
264,1620,36217,IDA,SEX,10:45:00 -0300
264,1620,36218,IDA,SAB,10:45:00 -0300
264,1620,36219,IDA,DOM,21:20:00 -0300
264,1620,36220,IDA,SEG,11:00:00 -0300
264,1620,36221,IDA,TER,11:00:00 -0300
264,1620,36222,IDA,QUA,11:00:00 -0300
264,1620,36223,IDA,QUI,11:00:00 -0300
264,1620,36224,IDA,SEX,11:00:00 -0300
264,1620,36225,IDA,SAB,11:00:00 -0300
264,1620,36226,IDA,SEG,11:15:00 -0300
264,1620,36227,IDA,TER,11:15:00 -0300
264,1620,36228,IDA,QUA,11:15:00 -0300
264,1620,36229,IDA,QUI,11:15:00 -0300
264,1620,36230,IDA,SEX,11:15:00 -0300
264,1620,36231,IDA,SAB,11:15:00 -0300
264,1620,36232,IDA,SEG,11:30:00 -0300
264,1620,36233,IDA,TER,11:30:00 -0300
264,1620,36234,IDA,QUA,11:30:00 -0300
264,1620,36235,IDA,QUI,11:30:00 -0300
264,1620,36236,IDA,SEX,11:30:00 -0300
264,1620,36237,IDA,SAB,11:30:00 -0300
264,1620,36238,IDA,SEG,11:45:00 -0300
264,1620,36239,IDA,TER,11:45:00 -0300
264,1620,36240,IDA,QUA,11:45:00 -0300
264,1620,36241,IDA,QUI,11:45:00 -0300
264,1620,36242,IDA,SEX,11:45:00 -0300
264,1620,36243,IDA,SAB,11:45:00 -0300
264,1620,36244,IDA,SEG,12:00:00 -0300
264,1620,36245,IDA,TER,12:00:00 -0300
264,1620,36246,IDA,QUA,12:00:00 -0300
264,1620,36247,IDA,QUI,12:00:00 -0300
264,1620,36248,IDA,SEX,12:00:00 -0300
264,1620,36249,IDA,SAB,12:00:00 -0300
264,1620,36250,IDA,SEG,12:20:00 -0300
264,1620,36251,IDA,TER,12:20:00 -0300
264,1620,36252,IDA,QUA,12:20:00 -0300
264,1620,36253,IDA,QUI,12:20:00 -0300
264,1620,36254,IDA,SEX,12:20:00 -0300
264,1620,36255,IDA,SAB,12:20:00 -0300
264,1620,36256,IDA,SEG,12:40:00 -0300
264,1620,36257,IDA,TER,12:40:00 -0300
264,1620,36258,IDA,QUA,12:40:00 -0300
264,1620,36259,IDA,QUI,12:40:00 -0300
264,1620,36260,IDA,SEX,12:40:00 -0300
264,1620,36261,IDA,SAB,12:40:00 -0300
264,1620,36262,IDA,SEG,13:00:00 -0300
264,1620,36263,IDA,TER,13:00:00 -0300
264,1620,36264,IDA,QUA,13:00:00 -0300
264,1620,36265,IDA,QUI,13:00:00 -0300
264,1620,36266,IDA,SEX,13:00:00 -0300
264,1620,36267,IDA,SAB,13:00:00 -0300
264,1620,36268,IDA,SEG,13:15:00 -0300
264,1620,36269,IDA,TER,13:15:00 -0300
264,1620,36270,IDA,QUA,13:15:00 -0300
264,1620,36271,IDA,QUI,13:15:00 -0300
264,1620,36272,IDA,SEX,13:15:00 -0300
264,1620,36273,IDA,SAB,13:15:00 -0300
264,1620,36274,IDA,SEG,13:30:00 -0300
264,1620,36275,IDA,TER,13:30:00 -0300
264,1620,36276,IDA,QUA,13:30:00 -0300
264,1620,36277,IDA,QUI,13:30:00 -0300
264,1620,36278,IDA,SEX,13:30:00 -0300
264,1620,36279,IDA,SAB,13:30:00 -0300
264,1620,36280,IDA,SEG,13:45:00 -0300
264,1620,36281,IDA,TER,13:45:00 -0300
264,1620,36282,IDA,QUA,13:45:00 -0300
264,1620,36283,IDA,QUI,13:45:00 -0300
264,1620,36284,IDA,SEX,13:45:00 -0300
264,1620,36285,IDA,SAB,13:45:00 -0300
264,1620,36286,IDA,SEG,14:00:00 -0300
264,1620,36287,IDA,TER,14:00:00 -0300
264,1620,36288,IDA,QUA,14:00:00 -0300
264,1620,36289,IDA,QUI,14:00:00 -0300
264,1620,36290,IDA,SEX,14:00:00 -0300
264,1620,36291,IDA,SAB,14:00:00 -0300
264,1620,36292,IDA,SEG,14:15:00 -0300
264,1620,36293,IDA,TER,14:15:00 -0300
264,1620,36294,IDA,QUA,14:15:00 -0300
264,1620,36295,IDA,QUI,14:15:00 -0300
264,1620,36296,IDA,SEX,14:15:00 -0300
264,1620,36297,IDA,SAB,14:15:00 -0300
264,1620,36298,IDA,SEG,14:30:00 -0300
264,1620,36299,IDA,TER,14:30:00 -0300
264,1620,36300,IDA,QUA,14:30:00 -0300
264,1620,36301,IDA,QUI,14:30:00 -0300
264,1620,36302,IDA,SEX,14:30:00 -0300
264,1620,36303,IDA,SAB,14:30:00 -0300
264,1620,36328,IDA,SEG,14:50:00 -0300
264,1620,36329,IDA,TER,14:50:00 -0300
264,1620,36330,IDA,QUA,14:50:00 -0300
264,1620,36331,IDA,QUI,14:50:00 -0300
264,1620,36332,IDA,SEX,14:50:00 -0300
264,1620,36333,IDA,SAB,14:50:00 -0300
274,1672,36410,IDA,SEG,20:30:00 -0300
274,1672,36411,IDA,TER,20:30:00 -0300
274,1672,36412,IDA,QUA,20:30:00 -0300
274,1672,36413,IDA,QUI,20:30:00 -0300
274,1672,36414,IDA,SEX,20:30:00 -0300
274,1672,36415,VOLTA,SEG,20:20:00 -0300
274,1672,36416,VOLTA,TER,20:20:00 -0300
274,1672,36417,VOLTA,QUA,20:20:00 -0300
274,1672,36418,VOLTA,QUI,20:20:00 -0300
274,1672,36419,VOLTA,SEX,20:20:00 -0300
274,1672,36420,IDA,SEG,21:00:00 -0300
274,1672,36421,IDA,TER,21:00:00 -0300
274,1672,36422,IDA,QUA,21:00:00 -0300
274,1672,36423,IDA,QUI,21:00:00 -0300
274,1672,36424,IDA,SEX,21:00:00 -0300
274,1672,36425,VOLTA,SEG,21:00:00 -0300
274,1672,36426,VOLTA,TER,21:00:00 -0300
274,1672,36427,VOLTA,QUA,21:00:00 -0300
274,1672,36428,VOLTA,QUI,21:00:00 -0300
274,1672,36429,VOLTA,SEX,21:00:00 -0300
274,1672,36430,VOLTA,SEG,22:00:00 -0300
274,1672,36431,VOLTA,TER,22:00:00 -0300
274,1672,36432,VOLTA,QUA,22:00:00 -0300
274,1672,36433,VOLTA,QUI,22:00:00 -0300
274,1672,36434,VOLTA,SEX,22:00:00 -0300
270,1652,36557,IDA,SEG,07:40:00 -0300
270,1652,36558,IDA,TER,07:40:00 -0300
270,1652,36559,IDA,QUA,07:40:00 -0300
270,1652,36560,IDA,QUI,07:40:00 -0300
270,1652,36561,IDA,SEX,07:40:00 -0300
270,1652,36562,IDA,SAB,07:40:00 -0300
270,1652,36563,IDA,DOM,07:40:00 -0300
270,1652,36564,VOLTA,SEG,06:00:00 -0300
270,1652,36565,VOLTA,TER,06:00:00 -0300
270,1652,36566,VOLTA,QUA,06:00:00 -0300
270,1652,36567,VOLTA,QUI,06:00:00 -0300
270,1652,36568,VOLTA,SEX,06:00:00 -0300
270,1652,36569,VOLTA,SAB,06:00:00 -0300
270,1652,36570,VOLTA,DOM,06:00:00 -0300
270,1652,36571,IDA,SEG,10:45:00 -0300
270,1652,36572,IDA,TER,10:45:00 -0300
270,1652,36573,IDA,QUA,10:45:00 -0300
270,1652,36574,IDA,QUI,10:45:00 -0300
270,1652,36575,IDA,SEX,10:45:00 -0300
270,1652,36576,IDA,SAB,10:45:00 -0300
270,1652,36577,IDA,DOM,10:45:00 -0300
270,1652,36578,VOLTA,SEG,09:00:00 -0300
270,1652,36579,VOLTA,TER,09:00:00 -0300
270,1652,36580,VOLTA,QUA,09:00:00 -0300
270,1652,36581,VOLTA,QUI,09:00:00 -0300
270,1652,36582,VOLTA,SEX,09:00:00 -0300
270,1652,36583,VOLTA,SAB,09:00:00 -0300
270,1652,36584,VOLTA,DOM,09:00:00 -0300
270,1652,36585,IDA,SEG,13:45:00 -0300
270,1652,36586,IDA,TER,13:45:00 -0300
270,1652,36587,IDA,QUA,13:45:00 -0300
270,1652,36588,IDA,QUI,13:45:00 -0300
270,1652,36589,IDA,SEX,13:45:00 -0300
270,1652,36590,IDA,SAB,13:45:00 -0300
270,1652,36591,IDA,DOM,13:45:00 -0300
270,1652,36592,VOLTA,SEG,12:00:00 -0300
270,1652,36593,VOLTA,TER,12:00:00 -0300
270,1652,36594,VOLTA,QUA,12:00:00 -0300
270,1652,36595,VOLTA,QUI,12:00:00 -0300
270,1652,36596,VOLTA,SEX,12:00:00 -0300
270,1652,36597,VOLTA,SAB,12:00:00 -0300
270,1652,36598,VOLTA,DOM,12:00:00 -0300
270,1652,36599,IDA,SEG,16:40:00 -0300
270,1652,36600,IDA,TER,16:40:00 -0300
270,1652,36601,IDA,QUA,16:40:00 -0300
270,1652,36602,IDA,QUI,16:40:00 -0300
270,1652,36603,IDA,SEX,16:40:00 -0300
270,1652,36604,IDA,SAB,16:40:00 -0300
270,1652,36605,IDA,DOM,16:40:00 -0300
270,1652,36606,VOLTA,SEG,15:00:00 -0300
270,1652,36607,VOLTA,TER,15:00:00 -0300
270,1652,36608,VOLTA,QUA,15:00:00 -0300
270,1652,36609,VOLTA,QUI,15:00:00 -0300
270,1652,36610,VOLTA,SEX,15:00:00 -0300
270,1652,36611,VOLTA,SAB,15:00:00 -0300
270,1652,36612,VOLTA,DOM,15:00:00 -0300
270,1652,36613,VOLTA,SEG,18:00:00 -0300
270,1652,36614,VOLTA,TER,18:00:00 -0300
270,1652,36615,VOLTA,QUA,18:00:00 -0300
270,1652,36616,VOLTA,QUI,18:00:00 -0300
270,1652,36617,VOLTA,SEX,18:00:00 -0300
270,1652,36618,VOLTA,SAB,18:00:00 -0300
270,1652,36619,VOLTA,DOM,18:00:00 -0300
282,1583,36980,IDA,SEG,05:05:00 -0300
282,1583,36981,IDA,TER,05:05:00 -0300
282,1583,36982,IDA,QUA,05:05:00 -0300
282,1583,36983,IDA,QUI,05:05:00 -0300
282,1583,36984,IDA,SEX,05:05:00 -0300
282,1583,36985,IDA,SAB,05:30:00 -0300
282,1583,36986,IDA,DOM,05:30:00 -0300
282,1583,36987,VOLTA,SEG,06:25:00 -0300
282,1583,36988,VOLTA,TER,06:25:00 -0300
282,1583,36989,VOLTA,QUA,06:25:00 -0300
282,1583,36990,VOLTA,QUI,06:25:00 -0300
282,1583,36991,VOLTA,SEX,06:25:00 -0300
282,1583,36992,VOLTA,SAB,07:00:00 -0300
282,1583,36993,VOLTA,DOM,07:00:00 -0300
282,1583,36994,IDA,SEG,05:25:00 -0300
282,1583,36995,IDA,TER,05:25:00 -0300
282,1583,36996,IDA,QUA,05:25:00 -0300
282,1583,36997,IDA,QUI,05:25:00 -0300
282,1583,36998,IDA,SEX,05:25:00 -0300
282,1583,36999,IDA,SAB,06:10:00 -0300
282,1583,37000,IDA,DOM,06:10:00 -0300
282,1583,37001,VOLTA,SEG,06:45:00 -0300
282,1583,37002,VOLTA,TER,06:45:00 -0300
282,1583,37003,VOLTA,QUA,06:45:00 -0300
282,1583,37004,VOLTA,QUI,06:45:00 -0300
282,1583,37005,VOLTA,SEX,06:45:00 -0300
282,1583,37006,VOLTA,SAB,07:40:00 -0300
282,1583,37007,VOLTA,DOM,07:40:00 -0300
282,1583,37008,IDA,SEG,05:45:00 -0300
282,1583,37009,IDA,TER,05:45:00 -0300
282,1583,37010,IDA,QUA,05:45:00 -0300
282,1583,37011,IDA,QUI,05:45:00 -0300
282,1583,37012,IDA,SEX,05:45:00 -0300
282,1583,37013,IDA,SAB,06:50:00 -0300
282,1583,37014,IDA,DOM,06:50:00 -0300
282,1583,37015,VOLTA,SEG,07:05:00 -0300
282,1583,37016,VOLTA,TER,07:05:00 -0300
282,1583,37017,VOLTA,QUA,07:05:00 -0300
282,1583,37018,VOLTA,QUI,07:05:00 -0300
282,1583,37019,VOLTA,SEX,07:05:00 -0300
282,1583,37020,VOLTA,SAB,08:20:00 -0300
282,1583,37021,VOLTA,DOM,08:20:00 -0300
282,1583,37022,IDA,SEG,06:05:00 -0300
282,1583,37023,IDA,TER,06:05:00 -0300
282,1583,37024,IDA,QUA,06:05:00 -0300
282,1583,37025,IDA,QUI,06:05:00 -0300
282,1583,37026,IDA,SEX,06:05:00 -0300
282,1583,37027,IDA,SAB,07:30:00 -0300
282,1583,37028,IDA,DOM,07:30:00 -0300
282,1583,37029,VOLTA,SEG,07:30:00 -0300
282,1583,37030,VOLTA,TER,07:30:00 -0300
282,1583,37031,VOLTA,QUA,07:30:00 -0300
282,1583,37032,VOLTA,QUI,07:30:00 -0300
282,1583,37033,VOLTA,SEX,07:30:00 -0300
282,1583,37034,VOLTA,SAB,09:00:00 -0300
282,1583,37035,VOLTA,DOM,09:00:00 -0300
282,1583,37036,IDA,SEG,06:25:00 -0300
282,1583,37037,IDA,TER,06:25:00 -0300
282,1583,37038,IDA,QUA,06:25:00 -0300
282,1583,37039,IDA,QUI,06:25:00 -0300
282,1583,37040,IDA,SEX,06:25:00 -0300
282,1583,37041,IDA,SAB,08:10:00 -0300
282,1583,37042,IDA,DOM,08:10:00 -0300
282,1583,37043,VOLTA,SEG,07:50:00 -0300
282,1583,37044,VOLTA,TER,07:50:00 -0300
282,1583,37045,VOLTA,QUA,07:50:00 -0300
282,1583,37046,VOLTA,QUI,07:50:00 -0300
282,1583,37047,VOLTA,SEX,07:50:00 -0300
282,1583,37048,VOLTA,SAB,09:40:00 -0300
282,1583,37049,VOLTA,DOM,09:40:00 -0300
282,1583,37050,IDA,SEG,06:45:00 -0300
282,1583,37051,IDA,TER,06:45:00 -0300
282,1583,37052,IDA,QUA,06:45:00 -0300
282,1583,37053,IDA,QUI,06:45:00 -0300
282,1583,37054,IDA,SEX,06:45:00 -0300
282,1583,37055,IDA,SAB,08:50:00 -0300
282,1583,37056,IDA,DOM,08:50:00 -0300
282,1583,37057,VOLTA,SEG,08:15:00 -0300
282,1583,37058,VOLTA,TER,08:15:00 -0300
282,1583,37059,VOLTA,QUA,08:15:00 -0300
282,1583,37060,VOLTA,QUI,08:15:00 -0300
282,1583,37061,VOLTA,SEX,08:15:00 -0300
282,1583,37062,VOLTA,SAB,10:20:00 -0300
282,1583,37063,VOLTA,DOM,10:20:00 -0300
282,1583,37064,IDA,SEG,07:05:00 -0300
282,1583,37065,IDA,TER,07:05:00 -0300
282,1583,37066,IDA,QUA,07:05:00 -0300
282,1583,37067,IDA,QUI,07:05:00 -0300
282,1583,37068,IDA,SEX,07:05:00 -0300
282,1583,37069,IDA,SAB,09:30:00 -0300
282,1583,37070,IDA,DOM,09:30:00 -0300
282,1583,37071,VOLTA,SEG,08:35:00 -0300
282,1583,37072,VOLTA,TER,08:35:00 -0300
282,1583,37073,VOLTA,QUA,08:35:00 -0300
282,1583,37074,VOLTA,QUI,08:35:00 -0300
282,1583,37075,VOLTA,SEX,08:35:00 -0300
282,1583,37076,VOLTA,SAB,11:00:00 -0300
282,1583,37077,VOLTA,DOM,11:00:00 -0300
282,1583,37078,IDA,SEG,07:28:00 -0300
282,1583,37079,IDA,TER,07:28:00 -0300
282,1583,37080,IDA,QUA,07:28:00 -0300
282,1583,37081,IDA,QUI,07:28:00 -0300
282,1583,37082,IDA,SEX,07:28:00 -0300
282,1583,37083,IDA,SAB,10:10:00 -0300
282,1583,37084,IDA,DOM,10:10:00 -0300
282,1583,37085,VOLTA,SEG,09:00:00 -0300
282,1583,37086,VOLTA,TER,09:00:00 -0300
282,1583,37087,VOLTA,QUA,09:00:00 -0300
282,1583,37088,VOLTA,QUI,09:00:00 -0300
282,1583,37089,VOLTA,SEX,09:00:00 -0300
282,1583,37090,VOLTA,SAB,11:40:00 -0300
282,1583,37091,VOLTA,DOM,11:40:00 -0300
282,1583,37092,IDA,SEG,07:51:00 -0300
282,1583,37093,IDA,TER,07:51:00 -0300
282,1583,37094,IDA,QUA,07:51:00 -0300
282,1583,37095,IDA,QUI,07:51:00 -0300
282,1583,37096,IDA,SEX,07:51:00 -0300
282,1583,37097,IDA,SAB,10:50:00 -0300
282,1583,37098,IDA,DOM,10:50:00 -0300
282,1583,37099,VOLTA,SEG,09:25:00 -0300
282,1583,37100,VOLTA,TER,09:25:00 -0300
282,1583,37101,VOLTA,QUA,09:25:00 -0300
282,1583,37102,VOLTA,QUI,09:25:00 -0300
282,1583,37103,VOLTA,SEX,09:25:00 -0300
282,1583,37104,VOLTA,SAB,12:20:00 -0300
282,1583,37105,VOLTA,DOM,12:20:00 -0300
282,1583,37106,IDA,SEG,08:14:00 -0300
282,1583,37107,IDA,TER,08:14:00 -0300
282,1583,37108,IDA,QUA,08:14:00 -0300
282,1583,37109,IDA,QUI,08:14:00 -0300
282,1583,37110,IDA,SEX,08:14:00 -0300
282,1583,37111,IDA,SAB,11:30:00 -0300
282,1583,37112,IDA,DOM,11:30:00 -0300
282,1583,37113,VOLTA,SEG,09:45:00 -0300
282,1583,37114,VOLTA,TER,09:45:00 -0300
282,1583,37115,VOLTA,QUA,09:45:00 -0300
282,1583,37116,VOLTA,QUI,09:45:00 -0300
282,1583,37117,VOLTA,SEX,09:45:00 -0300
282,1583,37118,VOLTA,SAB,13:00:00 -0300
282,1583,37119,VOLTA,DOM,13:00:00 -0300
282,1583,37120,IDA,SEG,08:37:00 -0300
282,1583,37121,IDA,TER,08:37:00 -0300
282,1583,37122,IDA,QUA,08:37:00 -0300
282,1583,37123,IDA,QUI,08:37:00 -0300
282,1583,37124,IDA,SEX,08:37:00 -0300
282,1583,37125,IDA,SAB,12:10:00 -0300
282,1583,37126,IDA,DOM,12:10:00 -0300
282,1583,37127,VOLTA,SEG,10:05:00 -0300
282,1583,37128,VOLTA,TER,10:05:00 -0300
282,1583,37129,VOLTA,QUA,10:05:00 -0300
282,1583,37130,VOLTA,QUI,10:05:00 -0300
282,1583,37131,VOLTA,SEX,10:05:00 -0300
282,1583,37132,VOLTA,SAB,13:40:00 -0300
282,1583,37133,VOLTA,DOM,13:40:00 -0300
282,1583,37134,IDA,SEG,09:00:00 -0300
282,1583,37135,IDA,TER,09:00:00 -0300
282,1583,37136,IDA,QUA,09:00:00 -0300
282,1583,37137,IDA,QUI,09:00:00 -0300
282,1583,37138,IDA,SEX,09:00:00 -0300
282,1583,37139,IDA,SAB,12:50:00 -0300
282,1583,37140,IDA,DOM,12:50:00 -0300
282,1583,37141,VOLTA,SEG,10:30:00 -0300
282,1583,37142,VOLTA,TER,10:30:00 -0300
282,1583,37143,VOLTA,QUA,10:30:00 -0300
282,1583,37144,VOLTA,QUI,10:30:00 -0300
282,1583,37145,VOLTA,SEX,10:30:00 -0300
282,1583,37146,VOLTA,SAB,14:20:00 -0300
282,1583,37147,VOLTA,DOM,14:20:00 -0300
282,1583,37148,IDA,SEG,09:23:00 -0300
282,1583,37149,IDA,TER,09:23:00 -0300
282,1583,37150,IDA,QUA,09:23:00 -0300
282,1583,37151,IDA,QUI,09:23:00 -0300
282,1583,37152,IDA,SEX,09:23:00 -0300
282,1583,37153,IDA,SAB,13:30:00 -0300
282,1583,37154,IDA,DOM,13:30:00 -0300
282,1583,37155,VOLTA,SEG,10:55:00 -0300
282,1583,37156,VOLTA,TER,10:55:00 -0300
282,1583,37157,VOLTA,QUA,10:55:00 -0300
282,1583,37158,VOLTA,QUI,10:55:00 -0300
282,1583,37159,VOLTA,SEX,10:55:00 -0300
282,1583,37160,VOLTA,SAB,15:00:00 -0300
282,1583,37161,VOLTA,DOM,15:00:00 -0300
284,1582,37162,IDA,SEG,05:00:00 -0300
284,1582,37163,IDA,TER,05:00:00 -0300
284,1582,37164,IDA,QUA,05:00:00 -0300
284,1582,37165,IDA,QUI,05:00:00 -0300
284,1582,37166,IDA,SEX,05:00:00 -0300
284,1582,37167,IDA,SAB,05:00:00 -0300
284,1582,37168,IDA,DOM,05:15:00 -0300
284,1582,37169,VOLTA,SEG,05:50:00 -0300
284,1582,37170,VOLTA,TER,05:50:00 -0300
284,1582,37171,VOLTA,QUA,05:50:00 -0300
284,1582,37172,VOLTA,QUI,05:50:00 -0300
284,1582,37173,VOLTA,SEX,05:50:00 -0300
284,1582,37174,VOLTA,SAB,05:50:00 -0300
284,1582,37175,VOLTA,DOM,06:05:00 -0300
284,1582,37176,IDA,SEG,05:10:00 -0300
284,1582,37177,IDA,TER,05:10:00 -0300
284,1582,37178,IDA,QUA,05:10:00 -0300
284,1582,37179,IDA,QUI,05:10:00 -0300
284,1582,37180,IDA,SEX,05:10:00 -0300
284,1582,37181,IDA,SAB,05:10:00 -0300
284,1582,37182,IDA,DOM,05:45:00 -0300
284,1582,37183,VOLTA,SEG,06:00:00 -0300
284,1582,37184,VOLTA,TER,06:00:00 -0300
284,1582,37185,VOLTA,QUA,06:00:00 -0300
284,1582,37186,VOLTA,QUI,06:00:00 -0300
284,1582,37187,VOLTA,SEX,06:00:00 -0300
284,1582,37188,VOLTA,SAB,06:00:00 -0300
284,1582,37189,VOLTA,DOM,06:35:00 -0300
284,1582,37190,IDA,SEG,05:15:00 -0300
284,1582,37191,IDA,TER,05:15:00 -0300
284,1582,37192,IDA,QUA,05:15:00 -0300
284,1582,37193,IDA,QUI,05:15:00 -0300
284,1582,37194,IDA,SEX,05:15:00 -0300
284,1582,37195,IDA,SAB,05:30:00 -0300
284,1582,37196,IDA,DOM,06:00:00 -0300
284,1582,37197,VOLTA,SEG,06:05:00 -0300
284,1582,37198,VOLTA,TER,06:05:00 -0300
284,1582,37199,VOLTA,QUA,06:05:00 -0300
284,1582,37200,VOLTA,QUI,06:05:00 -0300
284,1582,37201,VOLTA,SEX,06:05:00 -0300
284,1582,37202,VOLTA,SAB,06:20:00 -0300
284,1582,37203,VOLTA,DOM,06:50:00 -0300
284,1582,37204,IDA,SEG,05:20:00 -0300
284,1582,37205,IDA,TER,05:20:00 -0300
284,1582,37206,IDA,QUA,05:20:00 -0300
284,1582,37207,IDA,QUI,05:20:00 -0300
284,1582,37208,IDA,SEX,05:20:00 -0300
284,1582,37209,IDA,SAB,05:40:00 -0300
284,1582,37210,IDA,DOM,06:15:00 -0300
284,1582,37211,VOLTA,SEG,06:10:00 -0300
284,1582,37212,VOLTA,TER,06:10:00 -0300
284,1582,37213,VOLTA,QUA,06:10:00 -0300
284,1582,37214,VOLTA,QUI,06:10:00 -0300
284,1582,37215,VOLTA,SEX,06:10:00 -0300
284,1582,37216,VOLTA,SAB,06:30:00 -0300
284,1582,37217,VOLTA,DOM,07:05:00 -0300
284,1582,37218,IDA,SEG,05:25:00 -0300
284,1582,37219,IDA,TER,05:25:00 -0300
284,1582,37220,IDA,QUA,05:25:00 -0300
284,1582,37221,IDA,QUI,05:25:00 -0300
284,1582,37222,IDA,SEX,05:25:00 -0300
284,1582,37223,IDA,SAB,05:50:00 -0300
284,1582,37224,IDA,DOM,06:45:00 -0300
284,1582,37225,VOLTA,SEG,06:20:00 -0300
284,1582,37226,VOLTA,TER,06:20:00 -0300
284,1582,37227,VOLTA,QUA,06:20:00 -0300
284,1582,37228,VOLTA,QUI,06:20:00 -0300
284,1582,37229,VOLTA,SEX,06:20:00 -0300
284,1582,37230,VOLTA,SAB,06:40:00 -0300
284,1582,37231,VOLTA,DOM,07:35:00 -0300
284,1582,37232,IDA,SEG,05:30:00 -0300
284,1582,37233,IDA,TER,05:30:00 -0300
284,1582,37234,IDA,QUA,05:30:00 -0300
284,1582,37235,IDA,QUI,05:30:00 -0300
284,1582,37236,IDA,SEX,05:30:00 -0300
284,1582,37237,IDA,SAB,06:00:00 -0300
284,1582,37238,IDA,DOM,07:00:00 -0300
284,1582,37239,VOLTA,SEG,06:25:00 -0300
284,1582,37240,VOLTA,TER,06:25:00 -0300
284,1582,37241,VOLTA,QUA,06:25:00 -0300
284,1582,37242,VOLTA,QUI,06:25:00 -0300
284,1582,37243,VOLTA,SEX,06:25:00 -0300
284,1582,37244,VOLTA,SAB,06:50:00 -0300
284,1582,37245,VOLTA,DOM,07:50:00 -0300
284,1582,37246,IDA,SEG,05:40:00 -0300
284,1582,37247,IDA,TER,05:40:00 -0300
284,1582,37248,IDA,QUA,05:40:00 -0300
284,1582,37249,IDA,QUI,05:40:00 -0300
284,1582,37250,IDA,SEX,05:40:00 -0300
284,1582,37251,IDA,SAB,06:20:00 -0300
284,1582,37252,IDA,DOM,07:30:00 -0300
284,1582,37253,VOLTA,SEG,06:35:00 -0300
284,1582,37254,VOLTA,TER,06:35:00 -0300
284,1582,37255,VOLTA,QUA,06:35:00 -0300
284,1582,37256,VOLTA,QUI,06:35:00 -0300
284,1582,37257,VOLTA,SEX,06:35:00 -0300
284,1582,37258,VOLTA,SAB,07:10:00 -0300
284,1582,37259,VOLTA,DOM,08:20:00 -0300
284,1582,37260,IDA,SEG,05:45:00 -0300
284,1582,37261,IDA,TER,05:45:00 -0300
284,1582,37262,IDA,QUA,05:45:00 -0300
284,1582,37263,IDA,QUI,05:45:00 -0300
284,1582,37264,IDA,SEX,05:45:00 -0300
284,1582,37265,IDA,SAB,06:30:00 -0300
284,1582,37266,IDA,DOM,07:45:00 -0300
284,1582,37267,VOLTA,SEG,06:40:00 -0300
284,1582,37268,VOLTA,TER,06:40:00 -0300
284,1582,37269,VOLTA,QUA,06:40:00 -0300
284,1582,37270,VOLTA,QUI,06:40:00 -0300
284,1582,37271,VOLTA,SEX,06:40:00 -0300
284,1582,37272,VOLTA,SAB,07:20:00 -0300
284,1582,37273,VOLTA,DOM,08:35:00 -0300
284,1582,37274,IDA,SEG,05:50:00 -0300
284,1582,37275,IDA,TER,05:50:00 -0300
284,1582,37276,IDA,QUA,05:50:00 -0300
284,1582,37277,IDA,QUI,05:50:00 -0300
284,1582,37278,IDA,SEX,05:50:00 -0300
284,1582,37279,IDA,SAB,06:40:00 -0300
284,1582,37280,IDA,DOM,08:15:00 -0300
284,1582,37281,VOLTA,SEG,06:45:00 -0300
284,1582,37282,VOLTA,TER,06:45:00 -0300
284,1582,37283,VOLTA,QUA,06:45:00 -0300
284,1582,37284,VOLTA,QUI,06:45:00 -0300
284,1582,37285,VOLTA,SEX,06:45:00 -0300
284,1582,37286,VOLTA,SAB,07:30:00 -0300
284,1582,37287,VOLTA,DOM,09:05:00 -0300
284,1582,37288,IDA,SEG,05:55:00 -0300
284,1582,37289,IDA,TER,05:55:00 -0300
284,1582,37290,IDA,QUA,05:55:00 -0300
284,1582,37291,IDA,QUI,05:55:00 -0300
284,1582,37292,IDA,SEX,05:55:00 -0300
