"cdlinhaquadrohorario","cdlinha","cdlinhaquadrohorariohora","desentido","dediasemana","hrhorario"
5541,1509,324355,IDA,QUA,12:25:00 -0300
5541,1509,324356,IDA,QUI,12:25:00 -0300
5541,1509,324357,IDA,SEX,12:25:00 -0300
5541,1509,324358,IDA,SAB,17:30:00 -0300
5541,1509,324359,VOLTA,SEG,13:13:00 -0300
5541,1509,324360,VOLTA,TER,13:13:00 -0300
5541,1509,324361,VOLTA,QUA,13:13:00 -0300
5541,1509,324362,VOLTA,QUI,13:13:00 -0300
5541,1509,324363,VOLTA,SEX,13:13:00 -0300
5541,1509,324364,VOLTA,SAB,18:10:00 -0300
5541,1509,324365,IDA,SEG,13:11:00 -0300
5541,1509,324366,IDA,TER,13:11:00 -0300
5541,1509,324367,IDA,QUA,13:11:00 -0300
5541,1509,324368,IDA,QUI,13:11:00 -0300
5541,1509,324369,IDA,SEX,13:11:00 -0300
5541,1509,324370,IDA,SAB,18:20:00 -0300
5541,1509,324371,VOLTA,SEG,14:00:00 -0300
5541,1509,324372,VOLTA,TER,14:00:00 -0300
5541,1509,324373,VOLTA,QUA,14:00:00 -0300
5541,1509,324374,VOLTA,QUI,14:00:00 -0300
5541,1509,324375,VOLTA,SEX,14:00:00 -0300
5541,1509,324376,VOLTA,SAB,19:00:00 -0300
5541,1509,324377,IDA,SEG,14:00:00 -0300
5541,1509,324378,IDA,TER,14:00:00 -0300
5541,1509,324379,IDA,QUA,14:00:00 -0300
5541,1509,324380,IDA,QUI,14:00:00 -0300
5541,1509,324381,IDA,SEX,14:00:00 -0300
5541,1509,324382,IDA,SAB,20:00:00 -0300
5541,1509,324383,VOLTA,SEG,14:50:00 -0300
5541,1509,324384,VOLTA,TER,14:50:00 -0300
5541,1509,324385,VOLTA,QUA,14:50:00 -0300
5541,1509,324386,VOLTA,QUI,14:50:00 -0300
5541,1509,324387,VOLTA,SEX,14:50:00 -0300
5541,1509,324388,VOLTA,SAB,20:40:00 -0300
5541,1509,324389,IDA,SEG,14:40:00 -0300
5541,1509,324390,IDA,TER,14:40:00 -0300
5541,1509,324391,IDA,QUA,14:40:00 -0300
5541,1509,324392,IDA,QUI,14:40:00 -0300
5541,1509,324393,IDA,SEX,14:40:00 -0300
5541,1509,324394,IDA,SAB,21:45:00 -0300
5541,1509,324395,VOLTA,SEG,15:30:00 -0300
5541,1509,324396,VOLTA,TER,15:30:00 -0300
5541,1509,324397,VOLTA,QUA,15:30:00 -0300
5541,1509,324398,VOLTA,QUI,15:30:00 -0300
5541,1509,324399,VOLTA,SEX,15:30:00 -0300
5541,1509,324400,VOLTA,SAB,22:25:00 -0300
5541,1509,324401,IDA,SEG,15:20:00 -0300
5541,1509,324402,IDA,TER,15:20:00 -0300
5541,1509,324403,IDA,QUA,15:20:00 -0300
5541,1509,324404,IDA,QUI,15:20:00 -0300
5541,1509,324405,IDA,SEX,15:20:00 -0300
5541,1509,324406,VOLTA,SEG,16:15:00 -0300
5541,1509,324407,VOLTA,TER,16:15:00 -0300
5541,1509,324408,VOLTA,QUA,16:15:00 -0300
5541,1509,324409,VOLTA,QUI,16:15:00 -0300
5541,1509,324410,VOLTA,SEX,16:15:00 -0300
5541,1509,324411,IDA,SEG,15:55:00 -0300
5541,1509,324412,IDA,TER,15:55:00 -0300
5541,1509,324413,IDA,QUA,15:55:00 -0300
5541,1509,324414,IDA,QUI,15:55:00 -0300
5541,1509,324415,IDA,SEX,15:55:00 -0300
5541,1509,324416,VOLTA,SEG,16:55:00 -0300
5541,1509,324417,VOLTA,TER,16:55:00 -0300
5541,1509,324418,VOLTA,QUA,16:55:00 -0300
5541,1509,324419,VOLTA,QUI,16:55:00 -0300
5541,1509,324420,VOLTA,SEX,16:55:00 -0300
5541,1509,324421,IDA,SEG,16:20:00 -0300
5541,1509,324422,IDA,TER,16:20:00 -0300
5541,1509,324423,IDA,QUA,16:20:00 -0300
5541,1509,324424,IDA,QUI,16:20:00 -0300
5541,1509,324425,IDA,SEX,16:20:00 -0300
5541,1509,324426,VOLTA,SEG,17:20:00 -0300
5541,1509,324427,VOLTA,TER,17:20:00 -0300
5541,1509,324428,VOLTA,QUA,17:20:00 -0300
5541,1509,324429,VOLTA,QUI,17:20:00 -0300
5541,1509,324430,VOLTA,SEX,17:20:00 -0300
5541,1509,324431,IDA,SEG,16:45:00 -0300
5541,1509,324432,IDA,TER,16:45:00 -0300
5541,1509,324433,IDA,QUA,16:45:00 -0300
5541,1509,324434,IDA,QUI,16:45:00 -0300
5541,1509,324435,IDA,SEX,16:45:00 -0300
5541,1509,324436,VOLTA,SEG,17:45:00 -0300
5541,1509,324437,VOLTA,TER,17:45:00 -0300
5541,1509,324438,VOLTA,QUA,17:45:00 -0300
5541,1509,324439,VOLTA,QUI,17:45:00 -0300
5541,1509,324440,VOLTA,SEX,17:45:00 -0300
5541,1509,324441,IDA,SEG,17:10:00 -0300
5541,1509,324442,IDA,TER,17:10:00 -0300
5541,1509,324443,IDA,QUA,17:10:00 -0300
5541,1509,324444,IDA,QUI,17:10:00 -0300
5541,1509,324445,IDA,SEX,17:10:00 -0300
5541,1509,324446,VOLTA,SEG,18:10:00 -0300
5541,1509,324447,VOLTA,TER,18:10:00 -0300
5541,1509,324448,VOLTA,QUA,18:10:00 -0300
5541,1509,324449,VOLTA,QUI,18:10:00 -0300
5541,1509,324450,VOLTA,SEX,18:10:00 -0300
5541,1509,324451,IDA,SEG,17:35:00 -0300
5541,1509,324452,IDA,TER,17:35:00 -0300
5541,1509,324453,IDA,QUA,17:35:00 -0300
5541,1509,324454,IDA,QUI,17:35:00 -0300
5541,1509,324455,IDA,SEX,17:35:00 -0300
5541,1509,324456,VOLTA,SEG,18:35:00 -0300
5541,1509,324457,VOLTA,TER,18:35:00 -0300
5541,1509,324458,VOLTA,QUA,18:35:00 -0300
5541,1509,324459,VOLTA,QUI,18:35:00 -0300
5541,1509,324460,VOLTA,SEX,18:35:00 -0300
5541,1509,324461,IDA,SEG,18:10:00 -0300
5541,1509,324462,IDA,TER,18:10:00 -0300
5541,1509,324463,IDA,QUA,18:10:00 -0300
5541,1509,324464,IDA,QUI,18:10:00 -0300
5541,1509,324465,IDA,SEX,18:10:00 -0300
5541,1509,324466,VOLTA,SEG,19:05:00 -0300
5541,1509,324467,VOLTA,TER,19:05:00 -0300
5541,1509,324468,VOLTA,QUA,19:05:00 -0300
5541,1509,324469,VOLTA,QUI,19:05:00 -0300
5541,1509,324470,VOLTA,SEX,19:05:00 -0300
5541,1509,324471,IDA,SEG,19:00:00 -0300
5541,1509,324472,IDA,TER,19:00:00 -0300
5541,1509,324473,IDA,QUA,19:00:00 -0300
5541,1509,324474,IDA,QUI,19:00:00 -0300
5541,1509,324475,IDA,SEX,19:00:00 -0300
5541,1509,324476,VOLTA,SEG,19:50:00 -0300
5541,1509,324477,VOLTA,TER,19:50:00 -0300
5541,1509,324478,VOLTA,QUA,19:50:00 -0300
5541,1509,324479,VOLTA,QUI,19:50:00 -0300
5541,1509,324480,VOLTA,SEX,19:50:00 -0300
5541,1509,324481,IDA,SEG,20:00:00 -0300
5541,1509,324482,IDA,TER,20:00:00 -0300
5541,1509,324483,IDA,QUA,20:00:00 -0300
5541,1509,324484,IDA,QUI,20:00:00 -0300
5541,1509,324485,IDA,SEX,20:00:00 -0300
5541,1509,324486,VOLTA,SEG,20:45:00 -0300
5541,1509,324487,VOLTA,TER,20:45:00 -0300
5541,1509,324488,VOLTA,QUA,20:45:00 -0300
5541,1509,324489,VOLTA,QUI,20:45:00 -0300
5541,1509,324490,VOLTA,SEX,20:45:00 -0300
5541,1509,324491,IDA,SEG,21:00:00 -0300
5541,1509,324492,IDA,TER,21:00:00 -0300
5541,1509,324493,IDA,QUA,21:00:00 -0300
5541,1509,324494,IDA,QUI,21:00:00 -0300
5541,1509,324495,IDA,SEX,21:00:00 -0300
5541,1509,324496,VOLTA,SEG,21:35:00 -0300
5541,1509,324497,VOLTA,TER,21:35:00 -0300
5541,1509,324498,VOLTA,QUA,21:35:00 -0300
5541,1509,324499,VOLTA,QUI,21:35:00 -0300
5541,1509,324500,VOLTA,SEX,21:35:00 -0300
5541,1509,324501,IDA,SEG,22:00:00 -0300
5541,1509,324502,IDA,TER,22:00:00 -0300
5541,1509,324503,IDA,QUA,22:00:00 -0300
5541,1509,324504,IDA,QUI,22:00:00 -0300
5541,1509,324505,IDA,SEX,22:00:00 -0300
5541,1509,324506,VOLTA,SEG,22:40:00 -0300
5541,1509,324507,VOLTA,TER,22:40:00 -0300
5541,1509,324508,VOLTA,QUA,22:40:00 -0300
5541,1509,324509,VOLTA,QUI,22:40:00 -0300
5541,1509,324510,VOLTA,SEX,22:40:00 -0300
5542,1508,324511,IDA,SEG,04:00:00 -0300
5542,1508,324512,IDA,TER,04:00:00 -0300
5542,1508,324513,IDA,QUA,04:00:00 -0300
5542,1508,324514,IDA,QUI,04:00:00 -0300
5542,1508,324515,IDA,SEX,04:00:00 -0300
5542,1508,324516,IDA,SAB,04:30:00 -0300
5542,1508,324517,IDA,DOM,04:45:00 -0300
5542,1508,324518,VOLTA,SEG,05:05:00 -0300
5542,1508,324519,VOLTA,TER,05:05:00 -0300
5542,1508,324520,VOLTA,QUA,05:05:00 -0300
5542,1508,324521,VOLTA,QUI,05:05:00 -0300
5542,1508,324522,VOLTA,SEX,05:05:00 -0300
5542,1508,324523,VOLTA,SAB,05:40:00 -0300
5542,1508,324524,VOLTA,DOM,05:45:00 -0300
5542,1508,324525,IDA,SEG,04:20:00 -0300
5542,1508,324526,IDA,TER,04:20:00 -0300
5542,1508,324527,IDA,QUA,04:20:00 -0300
5542,1508,324528,IDA,QUI,04:20:00 -0300
5542,1508,324529,IDA,SEX,04:20:00 -0300
5542,1508,324530,IDA,SAB,05:00:00 -0300
5542,1508,324531,IDA,DOM,05:15:00 -0300
5542,1508,324532,VOLTA,SEG,05:30:00 -0300
5542,1508,324533,VOLTA,TER,05:30:00 -0300
5542,1508,324534,VOLTA,QUA,05:30:00 -0300
5542,1508,324535,VOLTA,QUI,05:30:00 -0300
5542,1508,324536,VOLTA,SEX,05:30:00 -0300
5542,1508,324537,VOLTA,SAB,06:15:00 -0300
5542,1508,324538,VOLTA,DOM,06:20:00 -0300
5542,1508,324539,IDA,SEG,04:40:00 -0300
5542,1508,324540,IDA,TER,04:40:00 -0300
5542,1508,324541,IDA,QUA,04:40:00 -0300
5542,1508,324542,IDA,QUI,04:40:00 -0300
5542,1508,324543,IDA,SEX,04:40:00 -0300
5542,1508,324544,IDA,SAB,05:15:00 -0300
5542,1508,324545,IDA,DOM,05:45:00 -0300
5542,1508,324546,VOLTA,SEG,05:50:00 -0300
5542,1508,324547,VOLTA,TER,05:50:00 -0300
5542,1508,324548,VOLTA,QUA,05:50:00 -0300
5542,1508,324549,VOLTA,QUI,05:50:00 -0300
5542,1508,324550,VOLTA,SEX,05:50:00 -0300
5542,1508,324551,VOLTA,SAB,06:30:00 -0300
5542,1508,324552,VOLTA,DOM,06:55:00 -0300
5542,1508,324553,IDA,SEG,05:00:00 -0300
5542,1508,324554,IDA,TER,05:00:00 -0300
5542,1508,324555,IDA,QUA,05:00:00 -0300
5542,1508,324556,IDA,QUI,05:00:00 -0300
5542,1508,324557,IDA,SEX,05:00:00 -0300
5542,1508,324558,IDA,SAB,05:30:00 -0300
5542,1508,324559,IDA,DOM,06:15:00 -0300
5542,1508,324560,VOLTA,SEG,06:20:00 -0300
5542,1508,324561,VOLTA,TER,06:20:00 -0300
5542,1508,324562,VOLTA,QUA,06:20:00 -0300
5542,1508,324563,VOLTA,QUI,06:20:00 -0300
5542,1508,324564,VOLTA,SEX,06:20:00 -0300
5542,1508,324565,VOLTA,SAB,06:50:00 -0300
5542,1508,324566,VOLTA,DOM,07:30:00 -0300
5542,1508,324567,IDA,SEG,05:13:00 -0300
5542,1508,324568,IDA,TER,05:13:00 -0300
5542,1508,324569,IDA,QUA,05:13:00 -0300
5542,1508,324570,IDA,QUI,05:13:00 -0300
5542,1508,324571,IDA,SEX,05:13:00 -0300
5542,1508,324572,IDA,SAB,05:45:00 -0300
5542,1508,324573,IDA,DOM,06:40:00 -0300
5542,1508,324574,VOLTA,SEG,06:41:00 -0300
5542,1508,324575,VOLTA,TER,06:41:00 -0300
5542,1508,324576,VOLTA,QUA,06:41:00 -0300
5542,1508,324577,VOLTA,QUI,06:41:00 -0300
5542,1508,324578,VOLTA,SEX,06:41:00 -0300
5542,1508,324579,VOLTA,SAB,07:05:00 -0300
5542,1508,324580,VOLTA,DOM,07:55:00 -0300
5542,1508,324581,IDA,SEG,05:26:00 -0300
5542,1508,324582,IDA,TER,05:26:00 -0300
5542,1508,324583,IDA,QUA,05:26:00 -0300
5542,1508,324584,IDA,QUI,05:26:00 -0300
5542,1508,324585,IDA,SEX,05:26:00 -0300
5542,1508,324586,IDA,SAB,06:00:00 -0300
5542,1508,324587,IDA,DOM,07:05:00 -0300
5542,1508,324588,VOLTA,SEG,06:57:00 -0300
5542,1508,324589,VOLTA,TER,06:57:00 -0300
5542,1508,324590,VOLTA,QUA,06:57:00 -0300
5542,1508,324591,VOLTA,QUI,06:57:00 -0300
5542,1508,324592,VOLTA,SEX,06:57:00 -0300
5542,1508,324593,VOLTA,SAB,07:20:00 -0300
5542,1508,324594,VOLTA,DOM,08:20:00 -0300
5542,1508,324595,IDA,SEG,05:35:00 -0300
5542,1508,324596,IDA,TER,05:35:00 -0300
5542,1508,324597,IDA,QUA,05:35:00 -0300
5542,1508,324598,IDA,QUI,05:35:00 -0300
5542,1508,324599,IDA,SEX,05:35:00 -0300
5542,1508,324600,IDA,SAB,06:15:00 -0300
5542,1508,324601,IDA,DOM,07:30:00 -0300
5542,1508,324602,VOLTA,SEG,07:12:00 -0300
5542,1508,324603,VOLTA,TER,07:12:00 -0300
5542,1508,324604,VOLTA,QUA,07:12:00 -0300
5542,1508,324605,VOLTA,QUI,07:12:00 -0300
5542,1508,324606,VOLTA,SEX,07:12:00 -0300
5542,1508,324607,VOLTA,SAB,07:35:00 -0300
5542,1508,324608,VOLTA,DOM,08:45:00 -0300
5542,1508,324609,IDA,SEG,05:39:00 -0300
5542,1508,324610,IDA,TER,05:39:00 -0300
5542,1508,324611,IDA,QUA,05:39:00 -0300
5542,1508,324612,IDA,QUI,05:39:00 -0300
5542,1508,324613,IDA,SEX,05:39:00 -0300
5542,1508,324614,IDA,SAB,06:30:00 -0300
5542,1508,324615,IDA,DOM,08:00:00 -0300
5542,1508,324616,VOLTA,SEG,07:15:00 -0300
5542,1508,324617,VOLTA,TER,07:15:00 -0300
5542,1508,324618,VOLTA,QUA,07:15:00 -0300
5542,1508,324619,VOLTA,QUI,07:15:00 -0300
5542,1508,324620,VOLTA,SEX,07:15:00 -0300
5542,1508,324621,VOLTA,SAB,07:55:00 -0300
5542,1508,324622,VOLTA,DOM,09:10:00 -0300
5542,1508,324623,IDA,SEG,05:52:00 -0300
5542,1508,324624,IDA,TER,05:52:00 -0300
5542,1508,324625,IDA,QUA,05:52:00 -0300
5542,1508,324626,IDA,QUI,05:52:00 -0300
5542,1508,324627,IDA,SEX,05:52:00 -0300
5542,1508,324628,IDA,SAB,06:45:00 -0300
5542,1508,324629,IDA,DOM,08:30:00 -0300
5542,1508,324630,VOLTA,SEG,07:27:00 -0300
5542,1508,324631,VOLTA,TER,07:27:00 -0300
5542,1508,324632,VOLTA,QUA,07:27:00 -0300
5542,1508,324633,VOLTA,QUI,07:27:00 -0300
5542,1508,324634,VOLTA,SEX,07:27:00 -0300
5542,1508,324635,VOLTA,SAB,08:10:00 -0300
5542,1508,324636,VOLTA,DOM,09:45:00 -0300
5542,1508,324637,IDA,SEG,05:55:00 -0300
5542,1508,324638,IDA,TER,05:55:00 -0300
5542,1508,324639,IDA,QUA,05:55:00 -0300
5542,1508,324640,IDA,QUI,05:55:00 -0300
5542,1508,324641,IDA,SEX,05:55:00 -0300
5542,1508,324642,IDA,SAB,07:00:00 -0300
5542,1508,324643,IDA,DOM,09:00:00 -0300
5542,1508,324644,VOLTA,SEG,07:30:00 -0300
5542,1508,324645,VOLTA,TER,07:30:00 -0300
5542,1508,324646,VOLTA,QUA,07:30:00 -0300
5542,1508,324647,VOLTA,QUI,07:30:00 -0300
5542,1508,324648,VOLTA,SEX,07:30:00 -0300
5542,1508,324649,VOLTA,SAB,08:25:00 -0300
5542,1508,324650,VOLTA,DOM,10:15:00 -0300
5542,1508,324651,IDA,SEG,06:05:00 -0300
5542,1508,324652,IDA,TER,06:05:00 -0300
5542,1508,324653,IDA,QUA,06:05:00 -0300
5542,1508,324654,IDA,QUI,06:05:00 -0300
5542,1508,324655,IDA,SEX,06:05:00 -0300
5542,1508,324656,IDA,SAB,07:19:00 -0300
5542,1508,324657,IDA,DOM,09:35:00 -0300
5542,1508,324658,VOLTA,SEG,07:42:00 -0300
5542,1508,324659,VOLTA,TER,07:42:00 -0300
5542,1508,324660,VOLTA,QUA,07:42:00 -0300
5542,1508,324661,VOLTA,QUI,07:42:00 -0300
5542,1508,324662,VOLTA,SEX,07:42:00 -0300
5542,1508,324663,VOLTA,SAB,08:44:00 -0300
5542,1508,324664,VOLTA,DOM,10:50:00 -0300
5542,1508,324665,IDA,SEG,06:18:00 -0300
5542,1508,324666,IDA,TER,06:18:00 -0300
5542,1508,324667,IDA,QUA,06:18:00 -0300
5542,1508,324668,IDA,QUI,06:18:00 -0300
5542,1508,324669,IDA,SEX,06:18:00 -0300
5542,1508,324670,IDA,SAB,07:38:00 -0300
5542,1508,324671,IDA,DOM,10:10:00 -0300
5542,1508,324672,VOLTA,SEG,07:57:00 -0300
5542,1508,324673,VOLTA,TER,07:57:00 -0300
5542,1508,324674,VOLTA,QUA,07:57:00 -0300
5542,1508,324675,VOLTA,QUI,07:57:00 -0300
5542,1508,324676,VOLTA,SEX,07:57:00 -0300
5542,1508,324677,VOLTA,SAB,09:03:00 -0300
5542,1508,324678,VOLTA,DOM,11:25:00 -0300
5542,1508,324679,IDA,SEG,06:31:00 -0300
5542,1508,324680,IDA,TER,06:31:00 -0300
5542,1508,324681,IDA,QUA,06:31:00 -0300
5542,1508,324682,IDA,QUI,06:31:00 -0300
5542,1508,324683,IDA,SEX,06:31:00 -0300
5542,1508,324684,IDA,SAB,07:57:00 -0300
5542,1508,324685,IDA,DOM,10:45:00 -0300
5542,1508,324686,VOLTA,SEG,08:11:00 -0300
5542,1508,324687,VOLTA,TER,08:11:00 -0300
5542,1508,324688,VOLTA,QUA,08:11:00 -0300
5542,1508,324689,VOLTA,QUI,08:11:00 -0300
5542,1508,324690,VOLTA,SEX,08:11:00 -0300
5542,1508,324691,VOLTA,SAB,09:22:00 -0300
5542,1508,324692,VOLTA,DOM,12:00:00 -0300
5542,1508,324693,IDA,SEG,06:44:00 -0300
5542,1508,324694,IDA,TER,06:44:00 -0300
5542,1508,324695,IDA,QUA,06:44:00 -0300
5542,1508,324696,IDA,QUI,06:44:00 -0300
5542,1508,324697,IDA,SEX,06:44:00 -0300
5542,1508,324698,IDA,SAB,08:12:00 -0300
5542,1508,324699,IDA,DOM,11:20:00 -0300
5542,1508,324700,VOLTA,SEG,08:19:00 -0300
5542,1508,324701,VOLTA,TER,08:19:00 -0300
5542,1508,324702,VOLTA,QUA,08:19:00 -0300
5542,1508,324703,VOLTA,QUI,08:19:00 -0300
5542,1508,324704,VOLTA,SEX,08:19:00 -0300
5542,1508,324705,VOLTA,SAB,09:37:00 -0300
5542,1508,324706,VOLTA,DOM,12:35:00 -0300
5542,1508,324707,IDA,SEG,06:57:00 -0300
5542,1508,324708,IDA,TER,06:57:00 -0300
5542,1508,324709,IDA,QUA,06:57:00 -0300
5542,1508,324710,IDA,QUI,06:57:00 -0300
5542,1508,324711,IDA,SEX,06:57:00 -0300
5542,1508,324712,IDA,SAB,08:27:00 -0300
5542,1508,324713,IDA,DOM,11:55:00 -0300
5542,1508,324714,VOLTA,SEG,08:37:00 -0300
5542,1508,324715,VOLTA,TER,08:37:00 -0300
5542,1508,324716,VOLTA,QUA,08:37:00 -0300
5542,1508,324717,VOLTA,QUI,08:37:00 -0300
5542,1508,324718,VOLTA,SEX,08:37:00 -0300
5542,1508,324719,VOLTA,SAB,09:52:00 -0300
5542,1508,324720,VOLTA,DOM,13:10:00 -0300
5542,1508,324721,IDA,SEG,07:10:00 -0300
5542,1508,324722,IDA,TER,07:10:00 -0300
5542,1508,324723,IDA,QUA,07:10:00 -0300
5542,1508,324724,IDA,QUI,07:10:00 -0300
5542,1508,324725,IDA,SEX,07:10:00 -0300
5542,1508,324726,IDA,SAB,08:42:00 -0300
5542,1508,324727,IDA,DOM,12:25:00 -0300
5542,1508,324728,VOLTA,SEG,08:50:00 -0300
5542,1508,324729,VOLTA,TER,08:50:00 -0300
5542,1508,324730,VOLTA,QUA,08:50:00 -0300
5542,1508,324731,VOLTA,QUI,08:50:00 -0300
5542,1508,324732,VOLTA,SEX,08:50:00 -0300
5542,1508,324733,VOLTA,SAB,10:07:00 -0300
5542,1508,324734,VOLTA,DOM,13:40:00 -0300
5542,1508,324735,IDA,SEG,07:25:00 -0300
5542,1508,324736,IDA,TER,07:25:00 -0300
5542,1508,324737,IDA,QUA,07:25:00 -0300
5542,1508,324738,IDA,QUI,07:25:00 -0300
5542,1508,324739,IDA,SEX,07:25:00 -0300
5542,1508,324740,IDA,SAB,08:57:00 -0300
5542,1508,324741,IDA,DOM,12:50:00 -0300
5542,1508,324742,VOLTA,SEG,09:05:00 -0300
5542,1508,324743,VOLTA,TER,09:05:00 -0300
5542,1508,324744,VOLTA,QUA,09:05:00 -0300
5542,1508,324745,VOLTA,QUI,09:05:00 -0300
5542,1508,324746,VOLTA,SEX,09:05:00 -0300
5542,1508,324747,VOLTA,SAB,10:22:00 -0300
5542,1508,324748,VOLTA,DOM,14:05:00 -0300
5542,1508,324749,IDA,SEG,07:40:00 -0300
5542,1508,324750,IDA,TER,07:40:00 -0300
5542,1508,324751,IDA,QUA,07:40:00 -0300
5542,1508,324752,IDA,QUI,07:40:00 -0300
5542,1508,324753,IDA,SEX,07:40:00 -0300
5542,1508,324754,IDA,SAB,09:12:00 -0300
5542,1508,324755,IDA,DOM,13:20:00 -0300
5542,1508,324756,VOLTA,SEG,09:20:00 -0300
5542,1508,324757,VOLTA,TER,09:20:00 -0300
5542,1508,324758,VOLTA,QUA,09:20:00 -0300
5542,1508,324759,VOLTA,QUI,09:20:00 -0300
5542,1508,324760,VOLTA,SEX,09:20:00 -0300
5542,1508,324761,VOLTA,SAB,10:37:00 -0300
5542,1508,324762,VOLTA,DOM,14:35:00 -0300
5542,1508,324763,IDA,SEG,07:55:00 -0300
5542,1508,324764,IDA,TER,07:55:00 -0300
5542,1508,324765,IDA,QUA,07:55:00 -0300
5542,1508,324766,IDA,QUI,07:55:00 -0300
5542,1508,324767,IDA,SEX,07:55:00 -0300
5542,1508,324768,IDA,SAB,09:27:00 -0300
5542,1508,324769,IDA,DOM,13:50:00 -0300
5542,1508,324770,VOLTA,SEG,09:35:00 -0300
5542,1508,324771,VOLTA,TER,09:35:00 -0300
5542,1508,324772,VOLTA,QUA,09:35:00 -0300
5542,1508,324773,VOLTA,QUI,09:35:00 -0300
5542,1508,324774,VOLTA,SEX,09:35:00 -0300
5542,1508,324775,VOLTA,SAB,10:52:00 -0300
5542,1508,324776,VOLTA,DOM,15:05:00 -0300
5542,1508,324777,IDA,SEG,08:13:00 -0300
5542,1508,324778,IDA,TER,08:13:00 -0300
5542,1508,324779,IDA,QUA,08:13:00 -0300
5542,1508,324780,IDA,QUI,08:13:00 -0300
5542,1508,324781,IDA,SEX,08:13:00 -0300
5542,1508,324782,IDA,SAB,09:42:00 -0300
5542,1508,324783,IDA,DOM,14:25:00 -0300
5542,1508,324784,VOLTA,SEG,09:53:00 -0300
5542,1508,324785,VOLTA,TER,09:53:00 -0300
5542,1508,324786,VOLTA,QUA,09:53:00 -0300
5542,1508,324787,VOLTA,QUI,09:53:00 -0300
5542,1508,324788,VOLTA,SEX,09:53:00 -0300
5542,1508,324789,VOLTA,SAB,11:07:00 -0300
5542,1508,324790,VOLTA,DOM,15:45:00 -0300
5542,1508,324791,IDA,SEG,08:30:00 -0300
5542,1508,324792,IDA,TER,08:30:00 -0300
5542,1508,324793,IDA,QUA,08:30:00 -0300
5542,1508,324794,IDA,QUI,08:30:00 -0300
5542,1508,324795,IDA,SEX,08:30:00 -0300
5542,1508,324796,IDA,SAB,09:56:00 -0300
5542,1508,324797,IDA,DOM,15:00:00 -0300
5542,1508,324798,VOLTA,SEG,10:08:00 -0300
5542,1508,324799,VOLTA,TER,10:08:00 -0300
5542,1508,324800,VOLTA,QUA,10:08:00 -0300
5542,1508,324801,VOLTA,QUI,10:08:00 -0300
5542,1508,324802,VOLTA,SEX,10:08:00 -0300
5542,1508,324803,VOLTA,SAB,11:20:00 -0300
5542,1508,324804,VOLTA,DOM,16:20:00 -0300
5542,1508,324805,IDA,SEG,08:46:00 -0300
5542,1508,324806,IDA,TER,08:46:00 -0300
5542,1508,324807,IDA,QUA,08:46:00 -0300
5542,1508,324808,IDA,QUI,08:46:00 -0300
5542,1508,324809,IDA,SEX,08:46:00 -0300
5542,1508,324810,IDA,SAB,10:11:00 -0300
5542,1508,324811,IDA,DOM,15:35:00 -0300
5542,1508,324812,VOLTA,SEG,10:21:00 -0300
5542,1508,324813,VOLTA,TER,10:21:00 -0300
5542,1508,324814,VOLTA,QUA,10:21:00 -0300
5542,1508,324815,VOLTA,QUI,10:21:00 -0300
5542,1508,324816,VOLTA,SEX,10:21:00 -0300
5542,1508,324817,VOLTA,SAB,11:41:00 -0300
5542,1508,324818,VOLTA,DOM,16:55:00 -0300
5542,1508,324819,IDA,SEG,09:02:00 -0300
5542,1508,324820,IDA,TER,09:02:00 -0300
5542,1508,324821,IDA,QUA,09:02:00 -0300
5542,1508,324822,IDA,QUI,09:02:00 -0300
5542,1508,324823,IDA,SEX,09:02:00 -0300
5542,1508,324824,IDA,SAB,10:31:00 -0300
5542,1508,324825,IDA,DOM,16:10:00 -0300
5542,1508,324826,VOLTA,SEG,10:37:00 -0300
5542,1508,324827,VOLTA,TER,10:37:00 -0300
5542,1508,324828,VOLTA,QUA,10:37:00 -0300
5542,1508,324829,VOLTA,QUI,10:37:00 -0300
5542,1508,324830,VOLTA,SEX,10:37:00 -0300
5542,1508,324831,VOLTA,SAB,12:01:00 -0300
5542,1508,324832,VOLTA,DOM,17:30:00 -0300
5542,1508,324833,IDA,SEG,09:20:00 -0300
5542,1508,324834,IDA,TER,09:20:00 -0300
5542,1508,324835,IDA,QUA,09:20:00 -0300
5542,1508,324836,IDA,QUI,09:20:00 -0300
5542,1508,324837,IDA,SEX,09:20:00 -0300
5542,1508,324838,IDA,SAB,10:53:00 -0300
5542,1508,324839,IDA,DOM,16:35:00 -0300
5542,1508,324840,VOLTA,SEG,10:55:00 -0300
5542,1508,324841,VOLTA,TER,10:55:00 -0300
5542,1508,324842,VOLTA,QUA,10:55:00 -0300
5542,1508,324843,VOLTA,QUI,10:55:00 -0300
5542,1508,324844,VOLTA,SEX,10:55:00 -0300
5542,1508,324845,VOLTA,SAB,12:23:00 -0300
5542,1508,324846,VOLTA,DOM,18:00:00 -0300
5542,1508,324847,IDA,SEG,09:38:00 -0300
5542,1508,324848,IDA,TER,09:38:00 -0300
5542,1508,324849,IDA,QUA,09:38:00 -0300
5542,1508,324850,IDA,QUI,09:38:00 -0300
5542,1508,324851,IDA,SEX,09:38:00 -0300
5542,1508,324852,IDA,SAB,11:15:00 -0300
5542,1508,324853,IDA,DOM,17:00:00 -0300
5542,1508,324854,VOLTA,SEG,11:13:00 -0300
5542,1508,324855,VOLTA,TER,11:13:00 -0300
